Description,Sentiment
what is the point of cash on delivery if the delivery person is not taking cash and insisting you to pay by google pay,0
,
extremely poor momos with hell lot of chilly . it was completely a waste of money for me this time . . although i am a wow momo lover but shattered every bit of expectation . seriously pathetic,0
,
Momos : very bad,0
,
ordered supreme momo. delivered mix of supreme + Darjeeling momos because Darjeeling momos do not sell due to prominent garlic taste. don't be surprised if you ordered a veg momo and end up getting chicken momos because they haven't sold out for the day. See pic for proof.,0
,
refund order is delayed and its leak,0
,
the sauce or chatni so as to call smells foul,0
,
"waste of money at the name of brand outlet, momos are not good in teste, in 250 rupee you will get 5 momos. horrible",0
,
Momo was really very tasty but plse reduce the oil amount.,1
,
It seemed like that the Parneet momos were stale. Didn’t taste good.,0
,
taste of both momos not good... veggies not fresh and taste of paneer momos also bad,0
,
good,1
,
Momos were opened up and fillings were inside the box,0
,
"Steam, Fried, Pan Fried all types of Momos are just Best In town! Most important tht Food Is Fresh, experienced. Friendly Plus Professional Service! . ",1
,
noodles and burger were simple and super tasty ??,1
,
The momos in the burger was completely burned so hard that I couldn’t chew,0
,
sauce spills out of packaging,0
,
wonderfully,1
,
I visited this place and found very good atmosphere and staff were very professional. . The way they facilitated us was awesome. . Manager (Pranati) is very good in her profession. .,1
,
Too much salted,0
,
I didn’t like it at all,0
,
assume,0
,
it was decent enough so far tasted in wow momo. could improve in the sause varieties.,0
,
very disappoinying,0
,
uncooked momo,0
,
good,1
,
The chicken tasted stale,0
,
????????,1
,
Good,1
,
All the fried momos was burned and there was burned smell in all the momos and was not in a condition to consume it,0
,
wrong order,0
,
the chicken was stale,0
,
the vegetables in the momos were raw,0
,
awesome delivery,1
,
The pan fried momos were really good although the chicken momos could be better.,0
,
Great service,1
,
Worst!!!! Their was no chicken momo included in the moburg. Also the bread size was too small.,0
,
Taste is awesome,1
,
great test,1
,
"Due to non-availability of chicken momo, it was agreed that you will give one pc extra for Darjeeling chicken momo (less price), but it was not delivered as promised. So, ultimately I paid extra amount",0
,
I recieved the wrong order and no body is picking up my call. I am a regular customer of Wow momos despite that such pathetic service is unacceptable. The food which was delivered is absolutely not what we ordered. Immediately look into the matter and advise accordingly,0
,
it's tasteless and not hot,0
,
Good,1
,
thank you for the lovely wishes and the food was awesome,1
,
bad packing,0
,
Good food and fast delivery . what more can you ask when you're hungry...!!!,1
,
No extra chutneys given! N green chutney was all spilled very bad packing.. how do u want me to eat momos now??,0
,
I have been ordered 2 steam momo and 1 fried momo but all send fried momo,0
,
in the order it was written Pepsi but came 7up. little disappointed with this,0
,
Awesome,1
,
"pathetic Food, full of salt,  Damaged food prepared by WoW Momo ",0
,
Please make sure you are delivering correct orders.,0
,
Had chilli momos for the first time and truly loved it..well made and we'll presented..loved it.....,0
,
excellent,1
,
Wow Momo has become a brand which we all trust blindly for safe quality and consistent taste. . But some how quality control has now gone for a toss. This brand cannot be relied upon now especially for delivery and days when they run offers.,1
,
"The chicken pan fried momos were so good,chutney was awesome and timely delivery too. Will definitely order again soon. ",1
,
I loved the fact that the food was delivered to me so fast and the delivery boy was very well behaved too,1
,
Send to fish momos,0
,
I have tried veg supreme pan fried momos  tast it was wow I like it keep it up.good clean and hygienic maintain,1
,
yummy,1
,
I didn't get cheese dip. apart from that the momos are great,0
,
they forgot to add red sauce,0
,
except the steam darjeeling momo overall quality and taste is just awesome. and thanks to the delivery boy to give such good service,1
,
right,1
,
They didn’t have the basic sense to put differentiation between the veg and non-veg also. What kind of a restaurant is this?,0
,
They delivered me wrong item.,0
,
Very bad packaging. no sauce and nothing provided with steam momo.,0
,
excellent,1
,
very pathetic test. smells bad and completely useless,0
,
"no sauce and tissue paper supplied,, this is irritating",0
,
it was all cold when got delivery,0
,
Tasty but without soup.,0
,
need to add soup,0
,
"the momo was not hot ,and chess r nil",0
,
the momos was tasting Tangi I did not like the momos my money got wasted I will never order from now wow momos,0
,
The sauce was spoiled... had a bad odour.... . .,0
,
good,1
,
momo is not good from market stall momo,0
,
I have ordered veg they have sent me non- veg . Horrible and unprofessional,0
,
The only issue was chutney provided which was not at all good.,0
,
cold momo.,0
,
"Too much oily not safe for eating,very pungent smell of oil,i don’t order again from wow momos in future",0
,
delivery was fast but the momos were not hot,0
,
"The taste was definitely not normal,Momos were stale and tasted spoiled and the filling started to turn sticky as if decaying. No wonder 2 plates were sold for 109/-",0
,
Very disappointed with veg momos. They were under cooked with big chunks of raw vegetables. I had to recook the same at home. The tomato garlic sauce chicken momos were full of ketchup. Will not risk ordering again from wow momos until they genuinely decide to work on their quality,0
,
this is terrible . I ordered fried momos they have sent steam momo and not even refunded my money .,0
,
The drink was not packed properly and had spilled all over,0
,
They don't pick up the phone . I try 3 times .,0
,
osm,1
,
"3rd class food quality, lot of money charge but food quality very bad. didn't purchase item from this shop. bad quality test.",0
,
Smelling like cooled earlier before 24 hours,0
,
good work,1
,
Received broken momos in both the boxes spoke to shop they have promised to rectify,0
,
food was too cold,0
,
"No filing in tandoori momo as shown in the picture. There was no green chutney which is usually given for tandoori momo, there was no mayo. The other momos were also not upto the usual standard. ",0
,
Damn! Yummy!. The monos was so delicious I love em.,1
,
my mouth is burning like hell after eating this...there should be some balance of flavours atleast... improve the recipe plz,0
,
very bed ..test,0
,
bad Momo use not good,0
,
so nice,1
,
taste is worst too spicy.... worst experience,0
,
money waste ??,0
,
no mayonnaise provided. average in taste,0
,
love......?????????..... all foods are just superb and mindblowing....,1
,
Horrible food full wastage of money i have ordered shechzwan momo after eating that i am now suffering from food poison i have never expect this from this brand,0
,
"all food are bad quality, woww momo give me bad quality nd sara hua momo nd burgers, we have not eat it.... . please give my money back woww momo please. I have try to contact woww momo bt haven't connect",0
,
Horrible.,0
,
the food was very cold and only 5pieces were there. I had not my food,0
,
The taste was good but it was delivered too late. ordered at 7 pm and got the food at 8:49 pm. so it was not even warm.,0
,
good,1
,
1,
,
very bad quality and colddrink also not cold,0
,
good,1
,
not recommended at all,0
,
vgood,1
,
it was disgusting.it was tasting sour as if it was rotten or expired.the cc1 outlet always fails at satisfaction either order online or take away,0
,
Red chilli sauce trasted a bit stale,0
,
We ordered Cheese Corn Steamed Momo. It was good in taste but have very little cheese in it. It has only cheesy flavour with the corn. The sauce was a bit spicy but it went well with the momos. But the price is too high for this kind of momo. If the momo was full of cheese and corn then it's fine. But it was too high for this kind of momo.,0
,
momos were not hot .. there is a smell of some kind .. I was not expecting this from wow momo .. I can't even eat this .. it's so rotten smell,0
,
Taste is bad,0
,
just wow,1
,
very prompt delivery within 20 min,1
,
not as per expectations,0
,
I have received wrong orderrr,0
,
Old stock chicken. Smelling like anything. Non edible totally,0
,
only 1 received instead of two,0
,
The chutney is missing,0
,
I had ordered chicken but have received veg,0
,
They don't give me green souce/ketchup.. which is mandatory with all wow momo,0
,
The veggies were rotten,0
,
"Issue created by omair.b04_cb@external.swiggy.in on Oct 4, 2021, 06:42 PM",
,
Chocolate mom's was spilled and veg mom's taste too spicy,0
,
The chutney provided with it has spilled through the cover and spoilt my bedsheets,0
,
The food was stale and smelling and burnt with salt. Had to throw it all. I wand refund.,0
,
No sauces received,0
,
"Issue created by saquib.a05_kt@external.swiggy.in on Oct 10, 2021, 07:39 PM",
